cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
0.00133381	6.87239	4.03475	0.596712	57.5328	60.2945	0.198261	17.6117	54.1579
0.00117413	6.80581	3.35507	0.572736	56.1966	57.8822	0.269327	17.2011	56.3207
0.00104838	6.13415	4.19829	0.637998	56.7658	60.4371	0.166998	16.5188	53.0417
0.00101727	6.53795	4.27276	0.57972	53.4928	58.2934	0.19241	17.5918	54.8754
0.00133354	7.69754	3.22974	0.612045	56.3109	59.1784	0.203634	17.9182	55.5319
0.00155546	7.93422	3.31979	0.627528	52.4498	56.9741	0.177545	17.7083	53.4423
0.000990923	8.39715	3.84953	0.555577	49.0931	56.5231	0.210877	16.6943	55.4455
0.00185837	6.07392	3.7484	0.616815	51.5258	59.0058	0.223186	17.9109	57.1711
0.000987292	8.15989	5.893	0.618773	55.5287	58.3436	0.266922	17.8155	51.1555
0.000802021	5.53652	3.40433	0.56145	54.7641	55.2349	0.231564	17.1738	55.2349
0.00132019	10.2029	4.06159	0.600989	50.4109	58.8043	0.20607	16.7259	54.2331
0.00123299	10.1376	3.86637	0.54603	52.0401	55.7726	0.186922	17.1457	55.6842
0.00170271	8.61395	4.12764	0.549939	56.0895	57.8291	0.254359	17.8338	56.6941
0.00168051	5.96749	3.57791	0.539673	53.7736	54.5007	0.181262	17.3203	55.0371
0.00110376	7.58751	4.12697	0.589626	49.7541	56.8744	0.202873	16.9064	50.0306
0.00158056	8.10651	3.53164	0.60258	59.9311	62.6897	0.147881	16.8246	54.3025
0.00120895	9.389	4.09863	0.612451	52.802	53.4701	0.207078	18.425	56.9653
0.00112346	6.74896	4.13111	0.481383	58.2315	59.6552	0.231333	18.219	58.1959
0.00112646	6.48013	3.58249	0.598467	54.0233	54.2318	0.247838	17.9121	56.0734
0.00120353	7.52454	4.49285	0.573616	52.6564	59.9412	0.235337	17.0176	56.6291
0.00115858	9.3952	3.83586	0.593928	54.1834	58.8733	0.186897	18.4785	56.6701
0.00117858	4.60312	3.2476	0.523291	53.6561	56.3226	0.229985	16.8401	53.6528
0.00133069	8.24824	4.60959	0.642897	54.8648	60.6315	0.196829	17.5265	56.2681
0.00110585	9.22696	5.16069	0.636733	56.9288	59.3242	0.222039	16.8384	56.2705
0.00136392	8.85719	4.37188	0.57315	55.2671	59.1162	0.224411	18.111	53.2664
0.000890968	9.16431	3.97774	0.576892	53.789	60.6879	0.182759	13.2266	57.6075
0.00118	7.26378	4.38591	0.583319	52.4447	54.5916	0.188739	17.4566	55.9662
0.000837498	4.47867	4.87594	0.519318	53.6257	57.9673	0.196364	16.7103	55.115
0.00133123	9.56239	4.33712	0.593433	55.9895	60.6958	0.185491	15.8152	55.3982
0.00111609	5.36803	4.01138	0.520554	53.5681	53.8415	0.236514	17.3403	54.6103
