cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
0.000148685	1.11597	1.09726	2.25633	3.46652	3.69735	0.111298	2.4142	3.42572
0.000173747	1.01624	1.18884	2.36573	3.42703	3.73961	0.122746	2.42875	3.4807
0.000132221	0.987829	1.055	2.58882	3.38286	3.79807	0.11691	2.45518	3.50711
8.07685e-05	0.844529	1.18531	1.96586	3.46343	3.65329	0.109682	2.35401	3.44828
0.000217374	0.89802	0.927366	2.2578	3.22427	3.72718	0.11282	2.35587	3.59494
0.000133406	1.03271	1.25324	2.28231	3.40899	3.66829	0.122377	2.4035	3.47111
0.000121847	0.68221	0.941925	2.19412	3.41299	3.62792	0.120105	2.36735	3.60034
7.48706e-05	0.843506	1.10798	2.28581	3.38967	3.55771	0.124802	2.41166	3.51602
0.000245152	1.00481	1.04379	2.19978	3.48973	3.67313	0.123685	2.35475	3.45056
8.09336e-05	1.22003	0.88893	2.105	3.54231	3.66581	0.121648	2.39446	3.53676
0.000117073	0.958127	0.912382	2.03119	3.37941	3.67094	0.120692	2.3883	3.54436
0.000175759	0.897967	1.21893	2.39888	3.61331	3.66967	0.109547	2.2893	3.44289
0.00010707	0.974725	1.01838	2.00579	3.23206	3.5949	0.117931	2.15691	3.47541
0.000142368	1.11353	0.97255	2.48379	3.50932	3.73858	0.119726	2.42085	3.53482
0.00012107	0.884969	0.968992	1.85843	3.28969	3.55695	0.110392	2.32721	3.45576
0.000107258	1.05073	1.10118	2.34725	3.64905	3.68695	0.110602	2.43005	3.53361
0.000127542	0.778555	0.873217	2.4524	3.53036	3.70513	0.109161	2.31449	3.49908
0.000100141	1.036	1.0574	2.39657	3.44102	3.59131	0.118295	2.35164	3.45247
9.29935e-05	0.707921	1.09879	2.16596	3.40635	3.61114	0.113558	2.41257	3.54579
0.000130883	0.818654	0.992711	2.53533	3.46302	3.7686	0.113177	2.426	3.4528
0.000417375	1.12541	1.27277	2.28614	3.35704	3.71279	0.120177	2.39513	3.55145
7.13645e-05	1.0828	1.11286	2.29179	3.3236	3.66871	0.11056	2.36141	3.57817
0.000100466	0.925301	0.9739	2.22017	3.56909	3.7421	0.112103	2.39129	3.53105
0.000119578	0.792485	0.98612	2.25722	3.45886	3.72491	0.10815	2.37746	3.51905
0.00016009	1.18741	1.1401	2.222	3.54539	3.64008	0.114237	2.33658	3.55313
9.16962e-05	0.895235	1.04024	2.39243	3.32263	3.74151	0.115146	2.31575	3.54105
9.5827e-05	0.814088	1.00108	2.37438	3.16885	3.61818	0.114662	2.35478	3.49143
0.000167637	0.808626	1.02123	2.20348	3.42865	3.66379	0.115513	2.40676	3.56029
0.000134824	0.982213	1.02563	2.31536	3.52839	3.68024	0.117858	2.25137	3.47982
9.64968e-05	1.12292	1.17666	1.96346	3.36296	3.50193	0.110365	2.3277	3.52256
