cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
1.99453e-05	0.0222266	0.020813	0.00230247	0.261434	0.414505	0.00189506	0.125255	0.347782
1.39694e-05	0.0361298	0.0222631	0.00267892	0.285177	0.453119	0.00215607	0.120655	0.348015
1.98845e-05	0.0396092	0.0209748	0.00328011	0.293119	0.437169	0.00150962	0.113722	0.343376
2.07133e-05	0.0185223	0.0164717	0.00352395	0.286671	0.413179	0.00132652	0.111849	0.359218
1.14021e-05	0.0441829	0.0221932	0.00287671	0.301948	0.427661	0.00153371	0.112851	0.333479
1.95119e-05	0.0420033	0.0228412	0.0036209	0.286282	0.445899	0.00166105	0.101869	0.330404
2.27446e-05	0.0311628	0.0201624	0.00287335	0.268447	0.411366	0.00171984	0.114406	0.350323
1.52044e-05	0.0427974	0.0204167	0.0029806	0.276226	0.384892	0.00155382	0.115598	0.345995
1.78403e-05	0.0177433	0.0201412	0.00328622	0.255453	0.386636	0.00143502	0.111322	0.350638
1.8686e-05	0.0384142	0.0167112	0.00275307	0.276501	0.41037	0.00178448	0.118823	0.341143
2.33726e-05	0.0208151	0.0205398	0.00245374	0.253498	0.400651	0.00149401	0.11126	0.335016
9.36719e-06	0.0263053	0.024729	0.00264647	0.251606	0.441792	0.00120033	0.11117	0.332777
1.51153e-05	0.0411698	0.0222596	0.00259686	0.252315	0.437717	0.00145615	0.113552	0.349177
2.10752e-05	0.0485032	0.0153631	0.00297547	0.279377	0.389427	0.00156075	0.112432	0.334809
1.3612e-05	0.0205376	0.0221161	0.0037894	0.291234	0.376796	0.00186581	0.121849	0.336685
1.90638e-05	0.0257236	0.0259331	0.00337034	0.235742	0.418745	0.00196934	0.114644	0.358533
1.38728e-05	0.0362393	0.0240625	0.0030335	0.244699	0.415705	0.00176961	0.117921	0.341432
1.70552e-05	0.02262	0.0221028	0.00367738	0.236568	0.417937	0.00172605	0.11518	0.374195
1.22448e-05	0.0717918	0.0249843	0.00301764	0.265489	0.433905	0.00150436	0.114629	0.343847
3.64862e-05	0.0195476	0.0168044	0.00282442	0.259667	0.422532	0.00154246	0.118155	0.345267
2.13798e-05	0.0350335	0.0140299	0.00292509	0.270412	0.429336	0.00185125	0.107485	0.334734
1.84449e-05	0.0582631	0.0169643	0.0028649	0.26741	0.409157	0.00184309	0.112238	0.327998
2.04273e-05	0.037078	0.0241951	0.00372085	0.291648	0.445704	0.00192653	0.101562	0.335809
1.44733e-05	0.0366335	0.0186071	0.00291685	0.299224	0.421651	0.00161717	0.118243	0.352727
9.13261e-06	0.031221	0.0269698	0.00375985	0.30451	0.40396	0.00157685	0.102211	0.369645
1.87888e-05	0.0327888	0.018651	0.0029461	0.263674	0.351659	0.00147901	0.115832	0.332027
2.65365e-05	0.018604	0.0214469	0.00286465	0.272754	0.384008	0.00167046	0.113917	0.355776
1.94993e-05	0.0291836	0.0325889	0.00269158	0.28021	0.358913	0.00186422	0.105479	0.341396
1.79515e-05	0.0374993	0.022315	0.003376	0.266872	0.382599	0.00155287	0.103195	0.362106
1.68117e-05	0.019065	0.0210238	0.00256748	0.254643	0.437015	0.0016613	0.115326	0.326223
