cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
1416.09	23506.7	1828.33	2104.31	25106.5	25106.5	745.95	7675.92	23562.5
1515.19	24278.0	1904.09	1922.65	24996.1	24996.1	686.861	7839.56	23958.7
2065.68	23785.4	1575.14	1845.93	23096.1	23096.1	785.627	7762.6	22904.9
1854.39	24882.0	1824.58	2151.75	23680.7	23680.7	741.54	7554.34	23168.2
1688.43	24207.6	1679.39	1934.48	24317.3	24317.3	662.824	7926.84	24284.8
2104.37	24317.7	1699.23	2108.82	24694.4	24694.4	706.146	7982.37	23984.5
1385.09	24770.6	2099.95	2078.62	23699.1	23699.1	671.466	8270.92	24010.7
1798.14	26496.1	1898.59	2311.0	23544.1	23544.1	688.742	7089.45	22803.5
1637.75	23280.9	2126.13	2049.99	22493.2	22493.2	719.491	7444.53	22654.1
1991.89	24784.8	1555.68	1753.45	23237.9	23237.9	687.532	7404.59	22699.8
1499.9	23927.8	1920.5	1930.3	23927.8	23927.8	696.616	7654.2	23336.4
1874.91	24945.0	1791.16	1981.44	23375.8	23375.8	657.85	7522.22	22452.4
1690.01	25152.6	2013.39	2315.74	24271.7	24271.7	744.214	7861.91	23207.5
1807.21	24802.7	1893.54	1896.6	22653.3	22653.3	748.094	8225.46	23892.8
1856.46	25448.8	2158.38	1910.39	23364.5	23364.5	735.543	7874.47	22370.5
1871.27	24463.0	1755.7	2025.16	23441.0	23441.0	742.99	7503.59	23239.1
1868.09	23266.3	1894.2	1797.67	25214.4	25214.4	721.432	7646.28	24113.3
1722.81	22139.1	2077.76	2010.14	24889.3	24889.3	667.622	7364.68	23669.0
1639.94	26498.5	1880.15	1880.56	23306.1	23306.1	707.248	7125.94	23407.4
1901.91	24133.8	1862.53	2024.85	24425.5	24425.5	736.813	7790.13	22907.6
1476.88	24035.9	2194.12	1904.69	24441.2	24441.2	704.184	7586.14	23174.4
1985.03	25683.4	1932.11	1849.81	23510.9	23510.9	701.93	7535.72	22774.2
1474.58	24428.2	2009.71	1828.3	22037.1	22037.1	724.342	7284.08	22621.1
1679.09	24372.2	1882.74	1805.31	22524.7	22524.7	752.95	7669.05	23055.5
1889.72	23476.7	1477.72	2102.99	24875.5	24875.5	666.876	7606.2	23756.8
1610.29	24564.5	2066.06	2100.79	23993.7	23993.7	802.043	7209.96	22240.6
1396.09	24556.5	2035.48	2111.91	24923.4	24923.4	692.897	7424.36	23135.3
1774.89	24220.1	2031.73	2365.88	24462.0	24462.0	707.086	7016.59	22781.9
1615.44	24570.0	1700.97	2044.5	23164.4	23164.4	676.883	7245.0	23867.4
1484.17	24935.6	2162.98	1921.53	22645.8	22645.8	756.305	7143.94	23636.2
