cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
0.00669647	36.4139	79.4263	80.26	4.54691	7.71949	96.0819	64.3254	32.9839
0.00527362	44.4946	76.5031	80.2848	4.57171	8.11379	96.0064	64.4247	34.0158
0.00635435	36.0408	77.3615	80.4705	4.22199	7.90248	95.6672	65.1187	34.9153
0.00449131	46.6333	76.9243	80.1483	3.81164	8.27627	95.7556	64.5862	33.5842
0.00407317	40.8004	77.2052	80.6973	4.13672	8.10513	95.8275	65.1861	35.3849
0.0038821	39.2336	70.0007	79.5095	4.22766	7.46547	96.0485	64.4669	34.4314
0.00563616	42.2995	72.9635	80.2641	4.06803	7.95532	95.7273	64.8167	34.9921
0.00567708	43.7148	78.9129	81.152	4.14269	8.58518	95.9477	63.9043	33.0588
0.00533487	36.572	71.6666	80.1903	4.06032	7.63614	95.4325	64.0669	33.2748
0.0045983	41.4562	71.6465	80.5547	4.13835	7.76096	95.643	64.0702	33.3104
0.00452108	44.0666	76.5285	80.464	3.93399	8.17915	95.8927	63.6319	32.2057
0.00427071	37.8521	74.3797	81.0128	4.07412	8.52295	95.6803	64.9596	34.8511
0.0057246	42.022	68.8529	80.1887	4.37201	7.93878	95.8783	64.0603	33.1545
0.00573559	40.0953	76.4962	80.4312	4.47565	7.93482	95.8467	63.4508	33.3105
0.00468352	42.7077	66.1503	80.8269	4.59727	7.86321	96.0054	63.8563	33.4506
0.00445913	44.5484	75.2514	80.6594	3.95492	8.34863	95.9794	63.7254	32.489
0.0040913	36.6633	75.5354	80.9828	4.24922	7.85595	95.6958	63.6933	33.051
0.00500069	40.8013	75.9785	80.5428	4.26061	7.39131	95.9279	63.6384	33.0317
0.00271845	39.3975	75.5682	80.9321	4.36709	7.80662	95.9456	65.5337	36.4374
0.00358746	34.9017	71.4941	79.994	4.22897	8.00275	95.7991	64.7866	35.6366
0.00474481	38.7707	68.4208	80.3196	4.10433	8.27075	94.9817	63.7713	33.7568
0.00427178	42.1542	75.5788	80.6492	4.48383	7.99477	95.861	64.2106	33.2813
0.00450897	39.2318	62.2164	80.2429	4.27109	7.93305	96.0258	65.0384	34.8882
0.00414867	39.5491	76.4268	80.5594	4.33832	8.01819	96.0133	63.6178	31.7907
0.00321042	38.6323	72.1443	80.2058	4.10619	8.02796	95.3389	64.2765	34.1322
0.00445645	40.7261	76.493	80.1972	4.18201	8.13936	95.6817	63.2517	31.9935
0.00415335	36.8029	73.4388	80.5415	4.21074	8.08915	95.6657	64.8467	35.223
0.00470743	36.7889	75.3551	80.8394	4.13438	7.5843	96.0516	63.9529	34.1531
0.00436927	39.3155	79.8139	81.2554	3.94854	8.07294	95.9736	65.3245	35.5435
0.00590876	41.7279	79.4761	79.3121	4.35692	7.87424	95.9482	63.4557	32.1529
