cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
2.21109e-08	1.49607	1.10857	0.102739	15.1987	27.813	0.0471342	5.80434	21.5683
2.52049e-08	1.96878	1.41633	0.10785	16.4373	27.3243	0.0492475	6.40276	24.2813
5.0499e-08	2.30197	1.5484	0.11501	14.2881	29.563	0.0486899	5.68569	24.2079
2.82352e-08	2.43806	1.0735	0.100199	12.8027	24.759	0.0433423	6.45483	20.5186
1.95124e-08	1.74817	0.776126	0.0985603	13.682	29.427	0.0421523	7.05937	20.2361
3.24398e-08	2.06902	1.23699	0.0955318	16.2758	27.0748	0.0527508	6.62529	23.4633
1.39692e-08	1.45593	1.42356	0.100315	13.1864	26.4055	0.051585	6.53218	25.0384
1.72883e-08	1.37416	1.26244	0.104814	15.1472	28.5368	0.0462597	5.91704	24.5663
2.55433e-08	1.6954	1.19918	0.10922	15.5147	26.9706	0.0499785	6.90402	22.4509
1.15828e-08	1.09948	1.88833	0.109051	12.6551	26.4948	0.0491718	6.19545	23.364
1.99606e-08	1.58859	1.51458	0.103198	15.0182	25.8043	0.0454999	6.32403	24.4368
3.41844e-08	2.80744	2.52866	0.103349	14.1248	30.424	0.0494777	6.35361	20.7749
5.46297e-08	2.62807	1.23617	0.0823691	16.8179	24.9809	0.0509409	6.985	22.4781
2.1543e-08	1.41623	1.92102	0.118914	13.8518	28.0884	0.0532269	6.77521	23.1833
2.72029e-08	0.890833	1.42547	0.104906	14.1895	21.6718	0.049094	6.4522	24.2517
3.23571e-08	1.25189	1.93246	0.111144	15.3792	27.465	0.049882	6.45569	20.2577
1.68944e-08	1.51645	1.58139	0.0949856	15.1863	29.3663	0.0441227	6.27105	24.2697
2.39474e-08	2.624	1.18693	0.0836531	14.2077	27.3186	0.0457041	6.08544	23.3197
1.45248e-08	1.44613	1.12121	0.105999	14.8778	25.7627	0.0486136	6.77757	22.659
1.72124e-08	1.54306	1.88977	0.0980718	13.8435	28.5604	0.0477697	6.18638	24.9365
3.35549e-08	0.81455	1.09941	0.107094	14.0379	28.0947	0.0480755	6.36752	22.6176
3.20867e-08	1.04563	1.53701	0.115926	13.7967	28.1177	0.0468939	5.77326	20.4967
1.88219e-08	1.31178	1.57164	0.120815	14.3668	28.2951	0.0474198	6.94535	20.3287
2.7185e-08	2.28325	1.11493	0.0977465	14.4196	28.7145	0.0456772	6.05938	22.137
1.95548e-08	2.1093	1.35461	0.107345	15.5233	28.5844	0.0437453	6.49489	22.1713
3.0867e-08	2.05997	1.71482	0.110917	13.2833	27.1018	0.0534838	5.61197	22.2723
1.84694e-08	1.38362	1.39639	0.114171	13.6777	27.6836	0.0490271	6.56643	22.4468
5.14614e-08	1.53231	1.10191	0.106534	14.3763	26.126	0.0501238	5.99458	19.3189
3.56358e-08	1.63531	1.41722	0.0945031	14.6025	28.0863	0.0461198	6.56742	22.249
2.28198e-08	1.29311	1.47058	0.108127	16.0229	23.8216	0.0477523	6.532	22.7
