cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
196.441	1020.65	629.128	259.947	8615.66	9186.5	220.147	2172.72	7897.11
195.601	922.026	554.179	278.087	8211.95	8904.94	220.694	2302.67	7534.22
198.653	959.225	576.718	327.872	8721.66	9148.5	221.186	2327.39	8290.24
249.227	1106.53	648.17	292.899	7707.58	7707.58	215.4	2072.93	7707.58
195.993	1120.91	578.14	344.741	8337.25	8635.57	215.986	2296.78	8726.5
198.633	1299.7	611.811	272.491	8116.29	8858.37	215.061	2197.15	8539.2
246.719	1130.79	610.72	323.598	8191.42	9082.44	216.563	2374.41	8404.66
197.777	1033.86	591.848	273.647	8450.16	8824.31	216.866	2061.41	8853.29
197.884	953.167	706.594	437.26	8077.13	8246.84	222.246	2333.69	8246.84
196.065	1219.46	649.163	263.947	7790.66	8493.05	222.588	2104.39	8468.62
196.015	1039.37	701.13	369.172	8684.87	8684.87	219.56	2295.49	8684.87
195.89	1005.82	664.475	262.068	6903.89	8591.84	215.311	2186.18	7780.93
197.903	1181.32	630.032	294.679	8939.83	8939.83	219.843	2346.49	6968.42
251.525	1306.26	584.438	268.464	8061.38	8187.59	215.937	1987.02	7626.28
196.448	1300.86	672.132	296.02	7624.64	8513.33	220.695	2155.46	8101.08
198.285	1181.07	577.44	351.24	9012.72	9303.27	218.872	2366.33	7988.7
197.794	987.931	599.923	319.639	7652.03	7652.03	216.928	2315.08	8729.44
196.381	885.173	552.863	409.994	8925.5	8983.96	216.961	2091.18	8307.21
195.539	794.453	457.931	251.433	7587.26	7647.0	216.477	2166.03	8289.1
243.953	1033.27	632.306	278.421	8369.29	8935.56	221.089	2153.43	8489.43
197.432	1618.71	591.308	362.459	8460.22	8460.22	222.143	2330.04	8089.99
197.283	1014.98	548.824	285.025	8221.88	8489.52	216.134	2154.15	8489.43
197.292	1178.86	559.113	308.169	8373.28	9019.49	217.282	2321.16	8487.03
195.143	988.273	638.534	266.447	8942.26	8942.26	221.814	2289.28	8291.23
248.121	1144.39	702.113	269.869	8418.47	8418.47	220.623	2004.9	8405.04
197.591	1646.85	650.676	351.892	8822.52	9426.51	219.434	2297.76	8640.55
196.193	1161.32	694.406	306.697	8334.69	8868.27	220.29	2239.11	8366.55
197.897	1397.54	567.336	282.582	8431.94	8445.38	218.306	2158.76	8450.24
196.645	942.147	607.458	309.309	7873.41	9047.17	222.069	2193.54	8610.53
198.204	1259.11	661.031	270.612	7679.3	7993.89	220.468	2365.73	6710.88
