cmaEs	de	pso	simpleEs-0.02	simpleEs-0.25	simpleEs-0.5	ga-0.02	ga-0.25	ga-0.5
2.18829e-15	0.0669148	0.0871051	0.0543432	0.593221	1.11284	0.471638	0.661519	1.27489
1.65885e-15	0.128127	0.0474185	0.0409916	0.604458	1.17547	0.220951	0.580245	1.26808
3.06784e-15	0.964499	0.143249	0.0473717	0.4833	1.0835	0.522346	0.601838	1.27923
2.71168e-15	0.638277	0.0652843	0.0516132	0.634163	1.29099	0.50295	0.540858	1.10305
2.4776e-15	0.0672598	0.113147	0.0431871	0.548661	1.26061	0.555521	0.5822	1.14494
1.87448e-15	0.442084	0.106954	0.0523314	0.618339	1.09917	0.446101	0.59333	1.10686
2.98188e-15	0.596084	0.0851459	0.0504291	0.720746	1.32522	0.417677	0.647037	1.33777
3.10618e-15	0.827213	0.165641	0.0542179	0.557908	1.30398	0.528528	0.623555	1.33157
2.44816e-15	0.29663	0.100666	0.0531593	0.658021	1.244	0.419933	0.570723	1.26996
2.54932e-15	0.992749	0.151312	0.0493978	0.652954	1.3889	0.314579	0.608408	1.19266
3.54601e-15	0.622937	0.0583522	0.0504496	0.620273	1.33044	0.514036	0.541557	1.29645
3.00505e-15	0.396339	0.0486264	0.0459333	0.608699	1.24584	0.430525	0.581765	1.21969
3.19044e-15	0.30363	0.189329	0.0522786	0.616865	1.25529	0.397462	0.524583	1.05511
2.77139e-15	0.202196	0.0903415	0.0486838	0.607083	1.28513	0.480308	0.557663	1.07833
2.34333e-15	0.573519	0.10825	0.052674	0.638677	1.44501	0.461315	0.597725	1.29861
2.396e-15	0.665962	0.0688398	0.0493	0.555143	1.30635	0.598159	0.62701	1.07454
2.24065e-15	0.282592	0.153352	0.0460259	0.669388	1.28958	0.364203	0.555457	1.29873
2.84816e-15	0.729095	0.158999	0.0513637	0.566701	1.23225	0.430695	0.658765	1.3213
3.57056e-15	1.06859	0.13373	0.0493475	0.709721	1.06759	0.554709	0.640973	1.23585
2.81007e-15	0.702117	0.10573	0.0457457	0.558392	1.31613	0.317746	0.658812	0.988117
3.54935e-15	0.992298	0.113512	0.05194	0.599183	1.25528	0.438788	0.59128	1.15955
2.81719e-15	0.382664	0.122995	0.0548944	0.611826	1.06152	0.396858	0.624856	1.09201
3.12608e-15	0.682417	0.100442	0.0528267	0.589935	0.967599	0.566675	0.604848	1.1933
2.69158e-15	0.179086	0.155587	0.0489622	0.601467	1.30954	0.534135	0.626295	1.22532
2.78017e-15	0.180235	0.113266	0.0590689	0.628208	1.31338	0.41708	0.550565	1.23031
2.70688e-15	0.18287	0.0955735	0.0505012	0.628037	1.27759	0.285129	0.581269	1.35272
2.41202e-15	0.479041	0.115054	0.0513571	0.618996	1.2499	0.515415	0.636498	1.32841
2.06275e-15	0.46009	0.065079	0.055741	0.653956	1.10414	0.164561	0.582157	1.1663
3.24491e-15	0.513524	0.131525	0.0485555	0.604715	1.19666	0.644163	0.607882	1.19241
2.45966e-15	1.12447	0.0820864	0.0439585	0.591047	1.3424	0.420383	0.656242	1.34921
